"rules","support","confidence","lift"
"{flour,root vegetables,whole milk} => {whipped/sour cream}",0.00172852058973055,0.586206896551724,8.17779408168256
"{citrus fruit,sugar,whole milk} => {domestic eggs}",0.00142348754448399,0.518518518518518,8.17248338081671
"{misc. beverages,other vegetables,tropical fruit} => {fruit/vegetable juice}",0.00101677681748856,0.588235294117647,8.13684123438405
"{ham,other vegetables,tropical fruit} => {pip fruit}",0.0016268429079817,0.615384615384615,8.13482216708023
"{citrus fruit,cream cheese,other vegetables,whole milk} => {whipped/sour cream}",0.00111845449923742,0.578947368421053,8.07652108995894
"{citrus fruit,fruit/vegetable juice,grapes} => {tropical fruit}",0.00111845449923742,0.846153846153846,8.06387895050686
"{pastry,rolls/buns,whipped/sour cream,whole milk} => {citrus fruit}",0.00101677681748856,0.666666666666667,8.05487305487305
"{other vegetables,soft cheese,tropical fruit} => {whipped/sour cream}",0.00122013218098627,0.571428571428571,7.97163120567376
"{other vegetables,rice,whole milk,yogurt} => {root vegetables}",0.00132180986273513,0.866666666666667,7.9511815920398
"{oil,other vegetables,tropical fruit,whole milk} => {root vegetables}",0.00132180986273513,0.866666666666667,7.9511815920398
"{ham,other vegetables,pip fruit,yogurt} => {tropical fruit}",0.00101677681748856,0.833333333333333,7.94169896640827
"{butter,soft cheese,whole milk} => {domestic eggs}",0.00101677681748856,0.5,7.88060897435897
"{butter,hard cheese,other vegetables} => {domestic eggs}",0.00101677681748856,0.5,7.88060897435897
"{citrus fruit,hygiene articles,tropical fruit} => {pip fruit}",0.00101677681748856,0.588235294117647,7.77593295382669
"{ham,other vegetables,tropical fruit,yogurt} => {pip fruit}",0.00101677681748856,0.588235294117647,7.77593295382669
"{brown bread,other vegetables,tropical fruit,yogurt} => {pip fruit}",0.00101677681748856,0.588235294117647,7.77593295382669
"{butter,hamburger meat,yogurt} => {whipped/sour cream}",0.00101677681748856,0.555555555555556,7.75019700551615
"{butter,napkins,other vegetables,whole milk} => {whipped/sour cream}",0.00101677681748856,0.555555555555556,7.75019700551615
"{ham,other vegetables,tropical fruit,whole milk} => {pip fruit}",0.00111845449923742,0.578947368421053,7.65315506508206
"{beef,citrus fruit,other vegetables,tropical fruit} => {root vegetables}",0.00101677681748856,0.833333333333333,7.64536691542289
"{root vegetables,sliced cheese,yogurt} => {whipped/sour cream}",0.00122013218098627,0.545454545454545,7.60928433268859
"{cream cheese,curd,yogurt} => {whipped/sour cream}",0.00132180986273513,0.541666666666667,7.55644208037825
"{herbs,other vegetables,tropical fruit} => {citrus fruit}",0.00101677681748856,0.625,7.55144348894349
"{fruit/vegetable juice,grapes,other vegetables} => {tropical fruit}",0.00111845449923742,0.785714285714286,7.48788759689922
"{bottled water,other vegetables,root vegetables,whole milk,yogurt} => {tropical fruit}",0.00111845449923742,0.785714285714286,7.48788759689922
"{cream cheese,domestic eggs,other vegetables,whole milk} => {citrus fruit}",0.00111845449923742,0.611111111111111,7.38363363363363
"{root vegetables,white bread,whole milk,yogurt} => {pip fruit}",0.00101677681748856,0.555555555555556,7.3439366786141
"{instant coffee,other vegetables} => {whipped/sour cream}",0.00101677681748856,0.526315789473684,7.34229189996267
"{cream cheese,margarine,yogurt} => {whipped/sour cream}",0.00101677681748856,0.526315789473684,7.34229189996267
"{frozen vegetables,other vegetables,root vegetables,yogurt} => {whipped/sour cream}",0.00101677681748856,0.526315789473684,7.34229189996267
"{margarine,tropical fruit,whole milk,yogurt} => {whipped/sour cream}",0.00101677681748856,0.526315789473684,7.34229189996267
"{butter,domestic eggs,other vegetables,whole milk,yogurt} => {tropical fruit}",0.00101677681748856,0.769230769230769,7.33079904591533
"{root vegetables,soft cheese,whole milk} => {whipped/sour cream}",0.00122013218098627,0.521739130434783,7.27844588344126
"{citrus fruit,other vegetables,sausage,whole milk} => {whipped/sour cream}",0.00122013218098627,0.521739130434783,7.27844588344126
"{frozen meals,tropical fruit,yogurt} => {pip fruit}",0.00111845449923742,0.55,7.27049731182796
"{frozen vegetables,root vegetables,yogurt} => {whipped/sour cream}",0.00132180986273513,0.52,7.25418439716312
"{oil,tropical fruit,whole milk,yogurt} => {root vegetables}",0.00111845449923742,0.785714285714286,7.20848880597015
"{hygiene articles,sausage,whole milk} => {pip fruit}",0.00132180986273513,0.541666666666667,7.16033826164874
"{butter,hard cheese} => {whipped/sour cream}",0.00203355363497712,0.512820512820513,7.15402800509183
"{rice,whole milk,yogurt} => {root vegetables}",0.00142348754448399,0.777777777777778,7.13567578772803
"{bottled water,herbs,whole milk} => {citrus fruit}",0.00101677681748856,0.588235294117647,7.10724093077034
"{liquor,soda} => {bottled beer}",0.00122013218098627,0.571428571428571,7.0959595959596
"{citrus fruit,fruit/vegetable juice,oil} => {root vegetables}",0.00101677681748856,0.769230769230769,7.05726176808266
"{chicken,citrus fruit,sausage} => {root vegetables}",0.00101677681748856,0.769230769230769,7.05726176808266
"{beef,citrus fruit,whipped/sour cream} => {root vegetables}",0.00101677681748856,0.769230769230769,7.05726176808266
"{herbs,other vegetables,tropical fruit,whole milk} => {root vegetables}",0.00101677681748856,0.769230769230769,7.05726176808266
"{herbs,other vegetables,rolls/buns,whole milk} => {root vegetables}",0.00101677681748856,0.769230769230769,7.05726176808266
"{beef,other vegetables,rolls/buns,tropical fruit} => {root vegetables}",0.00132180986273513,0.764705882352941,7.01574846356453
"{ham,other vegetables,pip fruit,whole milk} => {tropical fruit}",0.00111845449923742,0.733333333333333,6.98869509043928
"{oil,root vegetables,whole milk,yogurt} => {tropical fruit}",0.00111845449923742,0.733333333333333,6.98869509043928
"{hard cheese,other vegetables,tropical fruit} => {whipped/sour cream}",0.00101677681748856,0.5,6.97517730496454
"{butter,long life bakery product,other vegetables} => {whipped/sour cream}",0.00122013218098627,0.5,6.97517730496454
"{curd,frozen vegetables,other vegetables} => {whipped/sour cream}",0.00101677681748856,0.5,6.97517730496454
"{butter,napkins,root vegetables} => {whipped/sour cream}",0.00101677681748856,0.5,6.97517730496454
"{butter,fruit/vegetable juice,root vegetables} => {whipped/sour cream}",0.00101677681748856,0.5,6.97517730496454
"{citrus fruit,pastry,rolls/buns,whole milk} => {whipped/sour cream}",0.00101677681748856,0.5,6.97517730496454
"{brown bread,tropical fruit,whole milk,yogurt} => {pip fruit}",0.00111845449923742,0.523809523809524,6.92428315412186
"{citrus fruit,frozen vegetables,other vegetables,whole milk} => {fruit/vegetable juice}",0.00101677681748856,0.5,6.91631504922644
"{other vegetables,tropical fruit,turkey} => {root vegetables}",0.00122013218098627,0.75,6.8808302238806
"{frozen fish,other vegetables,pip fruit} => {tropical fruit}",0.00101677681748856,0.714285714285714,6.80717054263566
"{fruit/vegetable juice,ham,other vegetables} => {tropical fruit}",0.00101677681748856,0.714285714285714,6.80717054263566
"{frozen meals,pip fruit,whole milk,yogurt} => {tropical fruit}",0.00101677681748856,0.714285714285714,6.80717054263566
"{butter,sliced cheese,whole milk,yogurt} => {tropical fruit}",0.00101677681748856,0.714285714285714,6.80717054263566
"{oil,other vegetables,root vegetables,yogurt} => {tropical fruit}",0.00101677681748856,0.714285714285714,6.80717054263566
"{butter,other vegetables,white bread,yogurt} => {tropical fruit}",0.00101677681748856,0.714285714285714,6.80717054263566
"{butter,fruit/vegetable juice,other vegetables,whipped/sour cream} => {tropical fruit}",0.00101677681748856,0.714285714285714,6.80717054263566
"{oil,other vegetables,root vegetables,whole milk,yogurt} => {tropical fruit}",0.00101677681748856,0.714285714285714,6.80717054263566
"{other vegetables,rice,yogurt} => {root vegetables}",0.00142348754448399,0.736842105263158,6.76011390416339
"{beef,other vegetables,rolls/buns,tropical fruit,whole milk} => {root vegetables}",0.00111845449923742,0.733333333333333,6.72792288557214
"{citrus fruit,grapes,other vegetables} => {tropical fruit}",0.00122013218098627,0.705882352941177,6.72708618331053
"{fruit/vegetable juice,oil,root vegetables} => {citrus fruit}",0.00101677681748856,0.555555555555556,6.71239421239421
"{fruit/vegetable juice,root vegetables,tropical fruit,whole milk} => {citrus fruit}",0.00101677681748856,0.555555555555556,6.71239421239421
"{bottled water,other vegetables,root vegetables,yogurt} => {tropical fruit}",0.00142348754448399,0.7,6.67102713178295
"{butter,onions,other vegetables,whole milk} => {root vegetables}",0.00132180986273513,0.722222222222222,6.62598466003317
"{butter milk,dessert} => {pip fruit}",0.00142348754448399,0.5,6.60954301075269
"{sausage,sliced cheese,yogurt} => {pip fruit}",0.00122013218098627,0.5,6.60954301075269
"{chocolate,citrus fruit,tropical fruit} => {pip fruit}",0.00101677681748856,0.5,6.60954301075269
"{brown bread,other vegetables,tropical fruit,whole milk} => {pip fruit}",0.00132180986273513,0.5,6.60954301075269
"{root vegetables,soda,whole milk,yogurt} => {pip fruit}",0.00122013218098627,0.5,6.60954301075269
"{bottled water,herbs,other vegetables} => {root vegetables}",0.00101677681748856,0.714285714285714,6.55317164179105
"{beef,butter,sausage} => {root vegetables}",0.00101677681748856,0.714285714285714,6.55317164179105
"{citrus fruit,herbs,other vegetables,whole milk} => {root vegetables}",0.00101677681748856,0.714285714285714,6.55317164179105
"{onions,other vegetables,rolls/buns,whole milk} => {root vegetables}",0.00101677681748856,0.714285714285714,6.55317164179105
"{butter,onions,yogurt} => {tropical fruit}",0.00111845449923742,0.6875,6.55190164728682
"{other vegetables,soft cheese,whole milk,yogurt} => {tropical fruit}",0.00111845449923742,0.6875,6.55190164728682
"{brown bread,pip fruit,whole milk,yogurt} => {tropical fruit}",0.00111845449923742,0.6875,6.55190164728682
"{bottled water,whipped/sour cream,whole milk,yogurt} => {tropical fruit}",0.00111845449923742,0.6875,6.55190164728682
"{butter,other vegetables,root vegetables,whole milk,yogurt} => {tropical fruit}",0.00111845449923742,0.6875,6.55190164728682
"{butter,cream cheese,root vegetables} => {yogurt}",0.00101677681748856,0.909090909090909,6.51669758812616
"{butter,sliced cheese,tropical fruit,whole milk} => {yogurt}",0.00101677681748856,0.909090909090909,6.51669758812616
"{cream cheese,curd,other vegetables,whipped/sour cream} => {yogurt}",0.00101677681748856,0.909090909090909,6.51669758812616
"{butter,other vegetables,tropical fruit,white bread} => {yogurt}",0.00101677681748856,0.909090909090909,6.51669758812616
"{frozen meals,pip fruit,whole milk} => {tropical fruit}",0.00152516522623284,0.681818181818182,6.49775369978858
"{citrus fruit,frozen vegetables,other vegetables,whole milk} => {root vegetables}",0.00142348754448399,0.7,6.42210820895522
"{pip fruit,sliced cheese,yogurt} => {sausage}",0.00122013218098627,0.6,6.38636363636364
"{rice,yogurt} => {root vegetables}",0.0016268429079817,0.695652173913043,6.38221933809215
"{fruit/vegetable juice,other vegetables,root vegetables,soda} => {citrus fruit}",0.00101677681748856,0.526315789473684,6.35911030647873
"{fruit/vegetable juice,misc. beverages,other vegetables} => {tropical fruit}",0.00101677681748856,0.666666666666667,6.35335917312661
"{frankfurter,frozen meals,other vegetables} => {tropical fruit}",0.00101677681748856,0.666666666666667,6.35335917312661
"{citrus fruit,hygiene articles,pip fruit} => {tropical fruit}",0.00101677681748856,0.666666666666667,6.35335917312661
"{root vegetables,sliced cheese,whole milk,yogurt} => {tropical fruit}",0.00101677681748856,0.666666666666667,6.35335917312661
"{butter,curd,other vegetables,yogurt} => {tropical fruit}",0.00101677681748856,0.666666666666667,6.35335917312661
"{other vegetables,rice,whole milk} => {root vegetables}",0.00183019827147941,0.692307692307692,6.3515355912744
"{fruit/vegetable juice,oil,other vegetables} => {citrus fruit}",0.00111845449923742,0.523809523809524,6.32882882882883
"{herbs,other vegetables,tropical fruit} => {root vegetables}",0.00111845449923742,0.6875,6.30742770522388
"{cat food,citrus fruit,other vegetables} => {root vegetables}",0.00111845449923742,0.6875,6.30742770522388
"{citrus fruit,frozen vegetables,tropical fruit} => {root vegetables}",0.00111845449923742,0.6875,6.30742770522388
"{citrus fruit,herbs,whole milk} => {root vegetables}",0.00132180986273513,0.684210526315789,6.27724862529458
"{beef,sausage,yogurt} => {root vegetables}",0.00132180986273513,0.684210526315789,6.27724862529458
"{citrus fruit,hard cheese,other vegetables} => {sausage}",0.00101677681748856,0.588235294117647,6.26114081996435
"{flour,whipped/sour cream,whole milk} => {root vegetables}",0.00172852058973055,0.68,6.23861940298507
"{oil,other vegetables,tropical fruit} => {root vegetables}",0.00172852058973055,0.68,6.23861940298507
"{bottled water,root vegetables,whole milk,yogurt} => {tropical fruit}",0.00152516522623284,0.652173913043478,6.21524266936299
"{candy,rolls/buns,yogurt} => {tropical fruit}",0.00111845449923742,0.647058823529412,6.16649566803466
"{butter,domestic eggs,other vegetables,yogurt} => {tropical fruit}",0.00111845449923742,0.647058823529412,6.16649566803466
"{beef,other vegetables,rolls/buns,root vegetables,whole milk} => {tropical fruit}",0.00111845449923742,0.647058823529412,6.16649566803466
"{pip fruit,sausage,sliced cheese} => {yogurt}",0.00122013218098627,0.857142857142857,6.14431486880467
"{butter,curd,tropical fruit,whole milk} => {yogurt}",0.00122013218098627,0.857142857142857,6.14431486880467
"{pip fruit,salt} => {root vegetables}",0.00101677681748856,0.666666666666667,6.11629353233831
"{herbs,sausage} => {root vegetables}",0.00101677681748856,0.666666666666667,6.11629353233831
"{butter,rice,whole milk} => {root vegetables}",0.00101677681748856,0.666666666666667,6.11629353233831
"{curd,herbs,whole milk} => {root vegetables}",0.00122013218098627,0.666666666666667,6.11629353233831
"{herbs,pip fruit,whole milk} => {root vegetables}",0.00101677681748856,0.666666666666667,6.11629353233831
"{herbs,other vegetables,rolls/buns} => {root vegetables}",0.00122013218098627,0.666666666666667,6.11629353233831
"{citrus fruit,other vegetables,soft cheese} => {root vegetables}",0.00101677681748856,0.666666666666667,6.11629353233831
"{butter,oil,whole milk} => {root vegetables}",0.00122013218098627,0.666666666666667,6.11629353233831
"{oil,shopping bags,whole milk} => {root vegetables}",0.00101677681748856,0.666666666666667,6.11629353233831
"{other vegetables,sliced cheese,whipped/sour cream,whole milk} => {root vegetables}",0.00101677681748856,0.666666666666667,6.11629353233831
"{oil,other vegetables,tropical fruit,yogurt} => {root vegetables}",0.00101677681748856,0.666666666666667,6.11629353233831
"{pip fruit,white bread,whole milk,yogurt} => {root vegetables}",0.00101677681748856,0.666666666666667,6.11629353233831
"{bottled water,frozen vegetables,other vegetables,whole milk} => {root vegetables}",0.00101677681748856,0.666666666666667,6.11629353233831
"{beef,citrus fruit,other vegetables,whole milk} => {root vegetables}",0.00142348754448399,0.666666666666667,6.11629353233831
"{beef,rolls/buns,tropical fruit,whole milk} => {root vegetables}",0.00142348754448399,0.666666666666667,6.11629353233831
"{butter,tropical fruit,white bread} => {yogurt}",0.00111845449923742,0.846153846153846,6.06554160125589
"{butter,margarine,tropical fruit} => {yogurt}",0.00111845449923742,0.846153846153846,6.06554160125589
"{cream cheese,curd,whipped/sour cream,whole milk} => {yogurt}",0.00111845449923742,0.846153846153846,6.06554160125589
"{chicken,domestic eggs,yogurt} => {citrus fruit}",0.00101677681748856,0.5,6.04115479115479
"{fruit/vegetable juice,root vegetables,tropical fruit} => {citrus fruit}",0.0016268429079817,0.5,6.04115479115479
"{other vegetables,root vegetables,turkey} => {tropical fruit}",0.00122013218098627,0.631578947368421,6.01897184822521
"{beef,other vegetables,tropical fruit,whole milk} => {root vegetables}",0.00193187595322827,0.655172413793103,6.01084019557385
"{herbs,tropical fruit,whole milk} => {root vegetables}",0.00152516522623284,0.652173913043478,5.98333062946139
"{butter,onions,other vegetables} => {root vegetables}",0.00152516522623284,0.652173913043478,5.98333062946139
"{cream cheese,margarine,whipped/sour cream} => {yogurt}",0.00101677681748856,0.833333333333333,5.97363945578231
"{beef,butter,tropical fruit} => {yogurt}",0.00101677681748856,0.833333333333333,5.97363945578231
"{fruit/vegetable juice,pork,tropical fruit} => {yogurt}",0.00101677681748856,0.833333333333333,5.97363945578231
"{butter,curd,other vegetables,tropical fruit} => {yogurt}",0.00101677681748856,0.833333333333333,5.97363945578231
"{margarine,root vegetables,tropical fruit,whole milk} => {yogurt}",0.00101677681748856,0.833333333333333,5.97363945578231
"{herbs,other vegetables,yogurt} => {root vegetables}",0.00132180986273513,0.65,5.96338619402985
"{frozen meals,other vegetables,yogurt} => {root vegetables}",0.00132180986273513,0.65,5.96338619402985
"{butter,frozen meals,whole milk} => {tropical fruit}",0.00101677681748856,0.625,5.9562742248062
"{chocolate,citrus fruit,pip fruit} => {tropical fruit}",0.00101677681748856,0.625,5.9562742248062
"{domestic eggs,frankfurter,pip fruit} => {tropical fruit}",0.00101677681748856,0.625,5.9562742248062
"{frankfurter,fruit/vegetable juice,other vegetables} => {tropical fruit}",0.00101677681748856,0.625,5.9562742248062
"{brown bread,citrus fruit,fruit/vegetable juice} => {tropical fruit}",0.00101677681748856,0.625,5.9562742248062
"{fruit/vegetable juice,pip fruit,rolls/buns} => {tropical fruit}",0.00101677681748856,0.625,5.9562742248062
"{brown bread,other vegetables,pip fruit,yogurt} => {tropical fruit}",0.00101677681748856,0.625,5.9562742248062
"{citrus fruit,pip fruit,whole milk,yogurt} => {tropical fruit}",0.00101677681748856,0.625,5.9562742248062
"{beef,other vegetables,sugar} => {root vegetables}",0.00111845449923742,0.647058823529412,5.93640254609306
"{other vegetables,whipped/sour cream,white bread,whole milk} => {root vegetables}",0.00111845449923742,0.647058823529412,5.93640254609306
"{beef,butter,rolls/buns,whole milk} => {root vegetables}",0.00111845449923742,0.647058823529412,5.93640254609306
"{brown bread,butter,yogurt} => {sausage}",0.00101677681748856,0.555555555555556,5.91329966329966
"{misc. beverages,pip fruit} => {tropical fruit}",0.00132180986273513,0.619047619047619,5.89954780361757
"{brown bread,other vegetables,pip fruit,whole milk} => {tropical fruit}",0.00132180986273513,0.619047619047619,5.89954780361757
"{butter,other vegetables,root vegetables,yogurt} => {tropical fruit}",0.00132180986273513,0.619047619047619,5.89954780361757
"{citrus fruit,oil,other vegetables} => {root vegetables}",0.0016268429079817,0.64,5.87164179104478
"{ham,other vegetables,pip fruit} => {tropical fruit}",0.0016268429079817,0.615384615384615,5.86463923673226
"{beef,butter,rolls/buns} => {root vegetables}",0.00142348754448399,0.636363636363636,5.83828018995929
"{beef,citrus fruit,other vegetables} => {root vegetables}",0.00213523131672598,0.636363636363636,5.83828018995929
"{oil,other vegetables,whole milk,yogurt} => {root vegetables}",0.00142348754448399,0.636363636363636,5.83828018995929
"{butter,sliced cheese,yogurt} => {tropical fruit}",0.00111845449923742,0.611111111111111,5.82391257536606
"{butter,other vegetables,sliced cheese} => {tropical fruit}",0.00111845449923742,0.611111111111111,5.82391257536606
"{pip fruit,shopping bags,whipped/sour cream} => {tropical fruit}",0.00111845449923742,0.611111111111111,5.82391257536606
"{citrus fruit,fruit/vegetable juice,other vegetables,yogurt} => {tropical fruit}",0.00111845449923742,0.611111111111111,5.82391257536606
"{rolls/buns,root vegetables,whipped/sour cream,yogurt} => {tropical fruit}",0.00111845449923742,0.611111111111111,5.82391257536606
"{citrus fruit,other vegetables,tropical fruit,whole milk} => {root vegetables}",0.00315200813421454,0.63265306122449,5.80423773987207
"{citrus fruit,other vegetables,root vegetables,whole milk,yogurt} => {tropical fruit}",0.00142348754448399,0.608695652173913,5.80089315807213
"{domestic eggs,hard cheese,other vegetables} => {root vegetables}",0.00122013218098627,0.631578947368421,5.79438334642577
"{sliced cheese,whipped/sour cream,yogurt} => {root vegetables}",0.00122013218098627,0.631578947368421,5.79438334642577
"{fruit/vegetable juice,oil,whole milk} => {root vegetables}",0.00122013218098627,0.631578947368421,5.79438334642577
"{beef,rolls/buns,sausage} => {root vegetables}",0.00122013218098627,0.631578947368421,5.79438334642577
"{brown bread,citrus fruit,other vegetables,whole milk} => {root vegetables}",0.00122013218098627,0.631578947368421,5.79438334642577
"{other vegetables,rolls/buns,tropical fruit,whipped/sour cream} => {root vegetables}",0.00122013218098627,0.631578947368421,5.79438334642577
"{citrus fruit,other vegetables,root vegetables,yogurt} => {tropical fruit}",0.00172852058973055,0.607142857142857,5.78609496124031
"{cream cheese,curd,other vegetables} => {root vegetables}",0.00172852058973055,0.62962962962963,5.7764994472084
"{beef,rolls/buns,tropical fruit} => {root vegetables}",0.00172852058973055,0.62962962962963,5.7764994472084
"{butter milk,other vegetables,pastry} => {yogurt}",0.00122013218098627,0.8,5.73469387755102
"{fruit/vegetable juice,pastry,whipped/sour cream} => {yogurt}",0.00122013218098627,0.8,5.73469387755102
"{berries,bottled beer} => {root vegetables}",0.00101677681748856,0.625,5.73402518656716
"{mayonnaise,other vegetables,yogurt} => {root vegetables}",0.00101677681748856,0.625,5.73402518656716
"{butter,herbs,whole milk} => {root vegetables}",0.00101677681748856,0.625,5.73402518656716
"{herbs,rolls/buns,whole milk} => {root vegetables}",0.00152516522623284,0.625,5.73402518656716
"{frankfurter,sliced cheese,whole milk} => {root vegetables}",0.00101677681748856,0.625,5.73402518656716
"{citrus fruit,frozen vegetables,pip fruit} => {root vegetables}",0.00101677681748856,0.625,5.73402518656716
"{citrus fruit,frozen vegetables,other vegetables} => {root vegetables}",0.00203355363497712,0.625,5.73402518656716
"{beef,sausage,tropical fruit} => {root vegetables}",0.00101677681748856,0.625,5.73402518656716
"{other vegetables,sliced cheese,tropical fruit,whole milk} => {root vegetables}",0.00101677681748856,0.625,5.73402518656716
"{citrus fruit,oil,other vegetables,whole milk} => {root vegetables}",0.00101677681748856,0.625,5.73402518656716
"{other vegetables,waffles,whole milk,yogurt} => {root vegetables}",0.00101677681748856,0.625,5.73402518656716
"{chicken,other vegetables,tropical fruit,whole milk} => {root vegetables}",0.00101677681748856,0.625,5.73402518656716
"{beef,other vegetables,rolls/buns,yogurt} => {root vegetables}",0.00101677681748856,0.625,5.73402518656716
"{butter,rolls/buns,whipped/sour cream,whole milk} => {root vegetables}",0.00101677681748856,0.625,5.73402518656716
"{citrus fruit,fruit/vegetable juice,tropical fruit,whole milk} => {root vegetables}",0.00101677681748856,0.625,5.73402518656716
"{root vegetables,turkey} => {tropical fruit}",0.00152516522623284,0.6,5.71802325581395
"{ham,other vegetables,whole milk,yogurt} => {tropical fruit}",0.00122013218098627,0.6,5.71802325581395
"{domestic eggs,root vegetables,whole milk,yogurt} => {tropical fruit}",0.00152516522623284,0.6,5.71802325581395
"{bottled beer,herbs} => {bottled water}",0.00122013218098627,0.631578947368421,5.71442405461676
"{citrus fruit,herbs,other vegetables} => {root vegetables}",0.00132180986273513,0.619047619047619,5.67941542288557
"{other vegetables,sliced cheese,whipped/sour cream} => {root vegetables}",0.00132180986273513,0.619047619047619,5.67941542288557
"{frozen vegetables,onions,other vegetables} => {root vegetables}",0.00132180986273513,0.619047619047619,5.67941542288557
"{beef,curd,other vegetables} => {root vegetables}",0.00132180986273513,0.619047619047619,5.67941542288557
"{other vegetables,white bread,whole milk,yogurt} => {root vegetables}",0.00132180986273513,0.619047619047619,5.67941542288557
"{butter,curd,tropical fruit} => {yogurt}",0.00152516522623284,0.789473684210526,5.65923737916219
"{pastry,rolls/buns,tropical fruit,whole milk} => {yogurt}",0.00152516522623284,0.789473684210526,5.65923737916219
